title,content
Is International Consolidated Airlines Group (ICAGY) Stock Undervalued Right Now?,"Here at Zacks, we focus on our proven ranking system, which places an emphasis on earnings estimates and estimate revisions, to find winning stocks. But we also understand that investors develop their own strategies, so we are constantly looking at the latest trends in value, growth, and momentum to find strong companies for our readers.

Considering these trends, value investing is clearly one of the most preferred ways to find strong stocks in any type of market. Value investors use fundamental analysis and traditional valuation metrics to find stocks that they believe are being undervalued by the market at large.

In addition to the Zacks Rank, investors looking for stocks with specific traits can utilize our Style Scores system. Of course, value investors will be most interested in the system's ""Value"" category. Stocks with ""A"" grades for Value and high Zacks Ranks are among the best value stocks available at any given moment.

International Consolidated Airlines Group (ICAGY) is a stock many investors are watching right now. ICAGY is currently holding a Zacks Rank of #1 (Strong Buy) and a Value grade of A. The stock is trading with P/E ratio of 4.20 right now. For comparison, its industry sports an average P/E of 9.74. ICAGY's Forward P/E has been as high as 9.54 and as low as 3.80, with a median of 4.89, all within the past year.

We should also highlight that ICAGY has a P/B ratio of 1.56. The P/B is a method of comparing a stock's market value to its book value, which is defined as total assets minus total liabilities. This stock's P/B looks solid versus its industry's average P/B of 3.53. ICAGY's P/B has been as high as 1.89 and as low as 1.48, with a median of 1.71, over the past year.

Another great Transportation - Airline stock you could consider is SkyWest (SKYW), which is a # 1 (Strong Buy) stock with a Value Score of A.

Shares of SkyWest currently holds a Forward P/E ratio of 10.80, and its PEG ratio is 0.89. In comparison, its industry sports average P/E and PEG ratios of 9.74 and 0.43.

Over the last 12 months, SKYW's P/E has been as high as 11,210.77, as low as -3,534.23, with a median of 10.63, and its PEG ratio has been as high as 1.84, as low as 0.79, with a median of 0.98.

SkyWest also has a P/B ratio of 1.19 compared to its industry's price-to-book ratio of 3.53. Over the past year, its P/B ratio has been as high as 1.19, as low as 0.39, with a median of 0.80.

These figures are just a handful of the metrics value investors tend to look at, but they help show that International Consolidated Airlines Group and SkyWest are likely being undervalued right now. Considering this, as well as the strength of its earnings outlook, ICAGY and SKYW feels like a great value stock at the moment."
British Airways owner’s annual profits soar to £2.3bn on leisure boom,"The owner of British Airways has announced bumper profits for 2023 on the back of sustained demand for leisure flights, with operating profits doubling year on year and exceeding 2019’s pre-Covid haul.

IAG reported an annual profit of €2.7bn (£2.3bn) after tax, on operating profits of €3.5bn (£3bn), with high fares and premium leisure travel compensating for smaller numbers of business travellers.

The airline group said demand continued to be strong, despite the impact of a recession in the UK, although it did not expect a further significant rise in fares after large increases in 2023.

Luis Gallego, IAG’s chief executive, said: “We don’t see any weakness in the market.”

He said the group had last year “more than doubled its operating margin and profits compared with 2022, generated excellent free cashflow and strengthened its balance sheet position, recovering capacity to close to pre-Covid-19 levels in most of its core markets”.

British Airways, which retired its Boeing 747 jumbos during the pandemic, was flying at only 90% of its previous capacity, partly because of the continued weakness or closure of some destinations in Asia, but would return to near 2019 levels this year, with more frequencies on transatlantic routes.

IAG’s chief financial officer, Nicholas Cadbury, said: “With a good fare increase over the last year, right now we are looking at growing our capacity by about 7%. We’re seeing fares being sustained at the moment … So it’s good news, but our priority is to make sure we just fill in that additional capacity.”

The British national carrier is also planning a £7bn overhaul over the next few years, including the purchase of new planes but also investing in updating its business-class seats, lounges and food. It is also revamping its IT systems after a series of high-profile problems in recent years.

Gallego said: “British Airways is our biggest asset with huge potential and that’s the reason we are investing.”

Meanwhile, IAG announced the appointment of new chief executives for British Airways’s Spanish sister airlines in the group, with the Vueling boss, Marco Sansavini, taking over at Iberia, replacing the interim chief, Fernando Candela, who moves to run Level, while a former British Airways director, Carolina Martinoli, takes over at Vueling."
British Airways owner soars on post-Covid travel boom,"The owner of British Airways has notched up record annual earnings after cashing in on the post-Covid bounce back in global travel demand.

International Airlines Group (IAG) reported underlying operating profits of €3.5 billion (£3bn) for 2023, nearly three times the €1.3bn it reported in 2022 and higher than its pre-pandemic peak.

The group – which also owns airlines Iberia, Vueling and Aer Lingus – said demand continues to be robust, particularly from leisure travellers, with the group’s airlines 92pc booked for the first quarter of the year and 62pc booked up for the first half.

Its results showed that pre-tax profits for the year jumped to €3.1bn from €415m in 2022.

However, shares fell 1pc amid concerns over aircraft availability and softer demand for routes to and from Asia.

The company announced a new order for six Boeing 787-10 aircraft to be delivered to British Airways in 2025 and 2026, and one new Airbus A350-900 aircraft for Iberia.

IAG chief executive Luis Gallego said: “In 2023, IAG more than doubled its operating margin and profits compared to 2022... recovering capacity to close to pre-Covid 19 levels in most of its core markets.”

Luis Gallego
IAG chief executive Luis Gallego said the group's capacity was nearly back to pre-Covid levels - Zed Jameson/Bloomberg
In the fourth quarter, underlying earnings lifted 5pc to €502m.

The group said capacity for the final three months of 2023 was at 98.6pc of the levels seen before the pandemic struck in 2019, with full-year capacity at 95.7pc of those levels.

At BA, capacity recovered more slowly to 90.1pc of 2019 levels due to the slower rebound in Asia Pacific.

The group said it expects to grow overall capacity by around 7pc in 2024.

John Moore, senior investment manager at RBC Brewin Dolphin, said: “IAG hasn’t really taken off since the Covid-19 pandemic, with the shares broadly where they were during the summer of 2020.

“But, easyJet’s return to the FTSE 100 confirms that conditions are generally smoother for airlines and today’s results from IAG may just be the catalyst its share price needs.

“Profits have surged and the group looks like it will generate significant amounts of free cashflow this year, underpinned by strong bookings for the first half of 2024.

“There are, however, still clouds on the horizon, with aircraft availability and softer demand for routes to and from Asia likely to be ongoing challenges.”"
British Airways owner soars to record annual earnings on travel boom,"The owner of British Airways has notched up record annual earnings after cashing in on the bounce back in global travel demand.

International Airlines Group (IAG) reported underlying operating profits of 3.5 billion euros (£3 billion) for 2023, nearly three times the 1.3 billion euros (£1.1 billion) in 2022 and higher than its pre-pandemic peak.

The group – which also owns airlines Iberia, Vueling and Aer Lingus – said demand continues to be robust, particularly from leisure travellers, with the group’s airlines 92% booked for the first quarter of the year and 62% booked up for the first half.

Its results showed that pre-tax profits for the year jumped to 3.1 billion euros (£2.7 billion) from 415 million euros (£355 million) in 2022 on revenues up 27.7% at 29.5 billion euros (£x billion).

In the fourth quarter, underlying earnings lifted 5% to 502 million euros.

Luis Gallego, IAG chief executive, said: “In 2023, IAG more than doubled its operating margin and profits compared to 2022… recovering capacity to close to pre-Covid 19 levels in most of its core markets.”

The group said capacity for the final three months of 2023 was at 98.6% of the levels seen before the pandemic struck in 2019, with full-year capacity at 95.7% of those levels.

At BA, capacity recovered more slowly to 90.1% of 2019 levels, largely due to the slower rebound in Asia Pacific.

The group said it expects to grow overall capacity by around 7% in 2024.

But shares in the group fell 2% in morning trading on Thursday.

Mr Gallego shrugged off the impact of a recession in the UK on demand, saying it “continues to be very strong, particularly in leisure”.

“We don’t see any weakness in the market,” he added.

He remained tight-lipped on the outlook for air fares this year, saying only that they would be “determined by the market”.

The group said corporate passenger demand in North America was impacted at the end of last year and into the first quarter of 2024 by the Gaza conflict and concerns over instability in the Middle East.

But he said demand in the US market was showing signs of recovery in the second and third quarters.

He added that punctuality was improving at BA, with levels in January close to where they were before Covid.

It is investing heavily in its operations at Heathrow after service was hampered in recent years by disruption and air traffic control (ATC) problems.

The group is spending £7 billion overall on BA over the next three years – on areas such as IT and new aircrafts.

“British Airways is our biggest asset with huge potential and that’s the reason we are investing,” Mr Gallego said."
BA owner IAG positive for 2024 on sustained travel demand,"British Airways owner IAG said on Thursday it had more than doubled its operating profit last year and gave a positive outlook for 2024 on the back of sustained travel demand.

European airlines have so far reported strong summer forward bookings as they benefit from a continuing post-pandemic travel boom, but concerns over high jet fuel prices and geopolitical uncertainty have weighed on their outlooks.

""In 2023 IAG more than doubled its operating margin and profit compared to 2022, generated excellent free cash flow and strengthened its balance sheet position,"" IAG CEO Luis Gallego said in a statement.

Gallego said that the Middle East conflict had impacted mostly corporate demand in the last quarter of 2023 and the first quarter of 2024, but was expected to recover.

Unlike other airlines, IAG said it was not concerned over capacity for the year to come and was not expecting delays in Boeing deliveries this year.

Gallego said that if the certification of Boeing's 737 MAX 10 is slowed down, they can convert to other variants.

The U.S. planemaker is mired in a regulatory audit and has been prohibited from ramping up 737 MAX production since the Jan. 5 mid-air panel blowout of a new Alaska Airlines MAX 9, with airlines like Ryanair I> saying they expect delivery delays.

""For the time being we aren't worried. We are sure they'll fix the situation,"" Gallego told a press call.

IAG's full-year operating profit was 3.5 billion euros ($3.8 billion), up from 1.22 billion euros in 2022, while its debt, which has been a concern to investors and has weighed on its shares, fell to 9.2 billion euros from 10.4 billion euros.

The group, which also owns Iberia, said it would continue investing in BA in particular as part of its growth strategy and that it would aim to improve its website and customer service.

""IAG is also hoping to boost efficiency by reducing disruption. These are all great targets, but the pace of delivery is far from guaranteed. It's crucial that BA gets this right,"" said Sophie Lund-Yates, lead equity analyst at Hargreaves Lansdown. ($1 = 0.9230 euros) (Reporting by Joanna Plucinska; Editing by David Goodman and Alexander Smith)"
IAG and Air France shares drop as airlines brace for turbulence,"Shares in British Airways owner IAG and Air France-KLM dropped on Thursday as concerns over costs, supplies of new jets, and geopolitical risks overshadowed strong 2023 results.

As consumers continue to prioritise travel in the wake of the pandemic, European airlines are reporting strong summer bookings. But high jet fuel prices, global flashpoints, problems at plane manufacturers, and wage talks are clouding prospects.

Case in point: despite record revenues for 2023 as a whole, Air France-KLM swung to an unexpected loss in the last quarter, hit by higher costs and disruptions caused by conflict in the Middle East, sending its shares down as much as 10.7%.

Analysts are also worried whether manufacturers will be able to keep up with strong demand for new planes amid ongoing supply chain problems, particularly as Boeing grapples with quality issues and a regulatory crackdown following the blowout of a panel on one of its MAX 9 jets during a flight on Jan. 5.

""The problem is not selling the tickets. We can sell every seat we want,"" said Air France-KLM finance chief Steven Zaat, adding the issue was having enough capacity.

Even IAG, which more than doubled its operating profit last year and gave a positive outlook for 2024, saw its shares turn negative to trade down 1% in the afternoon.

""Concerns over aircraft availability and demand in some of its key markets, alongside stickier than expected inflation in Europe, have overshadowed what were some generally positive results,"" said John Moore, senior investment manager at RBC Brewin Dolphin.

""It may not be the market response the company anticipated, but IAG is on a much surer footing nonetheless.""

People familiar with the matter also told Reuters that European Union antitrust regulators were likely to warn IAG about its 400-million-euro ($434 million) bid to buy out Air Europa, suggesting that remedies offered by IAG last week were not sufficient to address their concerns.

'WE'RE BEING STIFLED'

With concerns over keeping up with demand shared across the industry, Emirates Airlines President Tim Clark expressed doubts on Thursday about the company getting its order of Boeing aircraft by the end of next year, in light of the U.S. regulatory scrutiny.

""We're all being stifled by not only supply chain, but the ability of the manufacturers to get those aircraft out the door,"" Clark told an industry lunch in London.

In another example of possible clouds on the horizon, analysts and investors told Reuters that Lufthansa will likely miss its 2024 profit margin goal as the German airline seeks to agree higher pay deals to end prolonged strikes.

IAG CEO Luis Gallego said the Middle East conflict had impacted mostly corporate demand in the last quarter of 2023 and the first quarter of 2024, but that was expected to recover.

Unlike other airlines, IAG, which also owns Iberia, said it was not concerned over capacity for the year to come and was not expecting delays in Boeing deliveries this year.

Gallego said that if the certification of Boeing's 737 MAX 10 was slowed down, IAG could convert to other variants.

""For the time being we aren't worried. We are sure they'll fix the situation,"" he told a press call.

Both IAG and Air France-KLM said bad weather had impacted costs too.

Air France-KLM reported a 2023 operating profit of 1.7 billion euros, in line with expectations.

However, its fourth-quarter operating loss of 56 million euros was far short of analysts' consensus forecast for a profit of 88 million euros, according to a company poll.

Still, Air France-KLM was able to pay down 1.3 billion euros in debt, much of which was amassed during the pandemic travel shutdown, leaving outstanding net debt at 5 billion euros.

""We can be satisfied of our efforts to further strengthen our balance sheet and restore the Group's equity,"" Chief Executive Ben Smith said.

The group said it expected costs would not go up as quickly as they did in 2023, and added that for the summer of 2024 its capacity would be close to 2019 levels.

Bernstein analysts said Air France-KLM's fourth quarter loss was impacted by one-off disruption costs and the implementation of an employee shareholding plan.

""Importantly, real-terms cost reduction looks set to continue, supporting margin expansion ahead,"" they added."
China property crisis deepens as Moody's withdraws credit ratings,"China’s property crisis deepened as Moody’s withdrew a flurry of credit ratings from key companies.

The credit ratings agency issued sudden removals for 11 Chinese businesses today in a blow to Beijing’s efforts to revive the fortunes of the world’s second largest economy.

Moody’s withdrew scores from 10 Chinese developers, including Logan Group, Ronshine China and Zhenro Properties Group, saying the decision was down to “business reasons”.

Earlier it had removed its Baa3 score - one step away from junk territory - from one of the country’s major bad-debt managers, China Great Wall Asset Management.

The sudden action comes after Moody’s cut its outlook for Chinese sovereign bonds to negative in December.

China has been grappling a post-pandemic economic downturn that has led to a significant slump in property investment across the country, which has led to a slowdown in growth.

One of the China’s biggest housebuilders, Evergrande, collapsed in 2021, which spooked the whole market. Other developers have also been going bust.

Read the latest updates below.

06:16 PM GMT
Signing off
Thanks for joining us today. US markets are less animated than yesterday, with the S&P 500 up 0.20pc, the Dow Jones Industrial Average of 30 leading American companies up 0.27pc, and the Nasdaq Composite index up 0.05pc.

Mark Hackett, chief of investment research at US insurder Nationwide, said:

Investors are sanguine, with political uncertainty, elevated valuations, and Fed uncertainty not able to dent the momentum in the market.

Chris Price will be back on Monday morning to cover the opening of markets in London, but I’ll leave you with the latest report from Adam Mawardi: Morgan Stanley banker branded Mike Ashley ‘dishonest’ in $1bn trading row.

05:59 PM GMT
Fertility rate slumps to record low in ‘slow-burn’ economic crisis
The fertility rate in England and Wales has dropped to a record low, with British women having fewer children than at any point since at least 1939 in a “slow-burn” economic crisis. Eir Nolsøe reports:

New figures from the Office for National Statistics show that the fertility rate, which measures the average number of children a woman of childbearing age will have, dropped to 1.49 in 2022.

The number, which is the lowest in 83 years, comes amid an increasingly political debate about why women are having fewer children.

Many politicians and economists fear that the economy will struggle to grow and living standards will stagnate or decline as the number of older people increases while fewer children are born.

Read the full story...

05:44 PM GMT
Retailers launch last-ditch attempt to get Hunt to scrap tourist tax
Retailers have launched a last-ditch effort to persuade Jeremy Hunt to scrap Britain’s tourist tax in the Budget with the most detailed evidence yet that removing it will spark a £3.8bn tourism boom. Szu Ping Chan and Hannah Boland report:

The Association of International Retail (AIR) and New West End Company, which represents retail businesses in London’s key shopping areas, submitted fresh evidence to Downing Street this week contradicting Treasury assumptions that reinstating VAT-free shopping will cost £2.5bn in foregone tax revenues.

Its evidence, based on detailed spending data collected through its network of retailers, suggests that the amount of lost VAT will be just one fifth of the Treasury’s projection because EU visitors spend less money on shopping than on hotels, leisure and dining out.

The AIR notes that the Treasury’s original forecast was based on the assumption that tax-free shopping has little or no impact on how international travellers behave or where they decide to go on holiday.

Its analysis shows that the cost of foregone VAT is likely to be closer to £525m based on how visitors from inside and outside the EU spend their money.

Read the full story...

05:13 PM GMT
Germany businesses downbeat, key survey shows
Germany’s businesses remain mired in pessimism, a key survey showed Friday, as Europe’s largest economy struggles with shortages of skilled labor, slower global trade, high interest rates and political squabbling.

The closely watched Ifo institute survey of business sentiment rose only slightly to 85.5 points in February from 85.2 points in January due to “slightly less pessimistic expectations,” the institute said in an accompanying statement.

“The German economy is stabilising at a low level,” the institute said.

The survey results follow a sharp downgrade of the government’s expectations for growth this year, to only 0.2pc, from 1.3pc in the previous forecast. Germany’s economy shrank 0.3pc in 2023, the worst performance by a major economy and a reversal of years of economic success as an export champion.

Giant chemical company BASF on Friday joined a string of major employers saying they would cut positions, citing a “low-demand environment.” The company said it made money last year “in all significant countries except Germany” and losses at its home base in Ludwigshafen meant it would seek to cut cut costs there by €1.1bn (£940m) a year by the end of 2026.

Other employers recently announcing job reductions include appliance maker Miele, which plans to move 700 jobs to Poland, and Deutsche Bank, which said it will drop 3,500 positions."
"IAG risks EU warning on Air Europa deal if no remedies soon, source says","British Airways owner IAG may get a warning from EU antitrust regulators on its 400-million-euro ($432.4 million) bid to buy out Air Europa if it does not offer remedies in the coming months, a person with direct knowledge of the matter said on Thursday.

The European Commission opened a full-scale investigation into the deal last month, saying it may reduce competition on domestic routes to the Balearic and Canary islands, and on short-haul routes between Madrid and the main cities in Europe, Israel, Morocco, Britain and Switzerland.

The EU competition enforcer, which has also said long-haul routes between Madrid and North and South America may also see less competition, declined to comment on Thursday.

IAG, which also owns Iberia, could see a charge sheet known as a statement of objections setting out the Commission's concerns about the deal, in the coming weeks if no remedies are offered before then, the person said.

The Commission, which is set to decide on the deal by June 7, did not immediately respond to a request for comment.

IAG's Chief Executive Luis Gallego has previously said he is ready to offer remedies to address the EU concerns, saying it was talking to companies which may potentially take up the remedies.

IAG wants to buy the 80% of Air Europa it did not already own from Spain's Globalia.

The carriers terminated a previous deal in 2021 after EU regulators indicated their remedies were insufficient to alleviate competition concerns."
International Consolidated Airlines Group (LON:IAG) Has More To Do To Multiply In Value Going Forward,"There are a few key trends to look for if we want to identify the next multi-bagger. Amongst other things, we'll want to see two things; firstly, a growing return on capital employed (ROCE) and secondly, an expansion in the company's amount of capital employed. If you see this, it typically means it's a company with a great business model and plenty of profitable reinvestment opportunities. With that in mind, the ROCE of International Consolidated Airlines Group (LON:IAG) looks decent, right now, so lets see what the trend of returns can tell us.

Return On Capital Employed (ROCE): What Is It?
For those who don't know, ROCE is a measure of a company's yearly pre-tax profit (its return), relative to the capital employed in the business. The formula for this calculation on International Consolidated Airlines Group is:

Return on Capital Employed = Earnings Before Interest and Tax (EBIT) ÷ (Total Assets - Current Liabilities)

0.16 = €3.5b ÷ (€43b - €21b) (Based on the trailing twelve months to September 2023).

So, International Consolidated Airlines Group has an ROCE of 16%. In absolute terms, that's a satisfactory return, but compared to the Airlines industry average of 10% it's much better.

Check out our latest analysis for International Consolidated Airlines Group

roce
roce
In the above chart we have measured International Consolidated Airlines Group's prior ROCE against its prior performance, but the future is arguably more important. If you'd like to see what analysts are forecasting going forward, you should check out our free analyst report for International Consolidated Airlines Group .

What The Trend Of ROCE Can Tell Us
The trend of ROCE doesn't stand out much, but returns on a whole are decent. The company has employed 22% more capital in the last five years, and the returns on that capital have remained stable at 16%. 16% is a pretty standard return, and it provides some comfort knowing that International Consolidated Airlines Group has consistently earned this amount. Stable returns in this ballpark can be unexciting, but if they can be maintained over the long run, they often provide nice rewards to shareholders.

Another thing to note, International Consolidated Airlines Group has a high ratio of current liabilities to total assets of 49%. This can bring about some risks because the company is basically operating with a rather large reliance on its suppliers or other sorts of short-term creditors. While it's not necessarily a bad thing, it can be beneficial if this ratio is lower.

The Key Takeaway
In the end, International Consolidated Airlines Group has proven its ability to adequately reinvest capital at good rates of return. However, despite the favorable fundamentals, the stock has fallen 60% over the last five years, so there might be an opportunity here for astute investors. For that reason, savvy investors might want to look further into this company in case it's a prime investment.

One more thing to note, we've identified 1 warning sign with International Consolidated Airlines Group and understanding this should be part of your investment process.

For those who like to invest in solid companies, check out this free list of companies with solid balance sheets and high returns on equity."
Dover’s Port Health Authority threatens legal action over Brexit lorry checks,"Health authorities in Dover could bring legal action against the Government if it does not reconsider a plan to move checks on potentially dangerous foods away from the port creating what they say is a biosecurity risk.

Dover’s Port Health Authority is worried about the numbers of cars, vans and lorries carrying large quantities of meat into Britain which could be contaminated, risking illegal foods entering the market and the spread of diseases such as African swine fever and foot and mouth.

Since Brexit, the Government has gradually been bringing in a new border system for checks.

From April, it wants to move spot checks on products of animal origin away from Dover, which handles a third of the UK’s trade in goods, to a site 20 miles inland at Sevington.

But the Port Health Authority and a parliamentary committee say there is no mechanism to ensure that vehicles that are sent for checks will go to the site and there is a risk that vehicles could be unloaded before they arrive there.

The health authority stepped up its opposition to the plan on Friday saying it had engaged legal counsel with a view to possibly taking action.

Lucy Manzano, head of the Dover Port Health Authority, told Reuters: “We can’t see how these changes are in the best interest of GB biosecurity and can be delivered in a way that it doesn’t put us all, as consumers, at risk.”

A Government spokesman said: “We have strict border controls in place to protect our high biosecurity standards – and are confident that existing and new infrastructure will have the capacity and capability to maintain these standards.

“We recognise the strategic importance of the port of Dover and are continuing to work with the port authority on future support options.”

The Port Health Authority’s concerns about biosecurity are shared by the Environment, Food and Rural Affairs Select Committee, whose chair has written to minister Steve Barclay about the issue.

Read the latest updates below.

06:00 PM GMT
Signing off
Thanks for joining us today during a week where the S&P 500 stock market index, which follows corporate America, breached 5,000 for the first time.

We’ll be back in Monday morning with all the latest news from the markets.

Traders work on the floor of the New York Stock Exchange this afternoon
Traders work on the floor of the New York Stock Exchange this afternoon - Michael Nagle/Bloomberg
05:46 PM GMT
Woodford investors forced to accept large losses in ‘appalling’ compensation scheme
Thousands of investors in Neil Woodford’s fund have been forced to accept an “appalling” compensation scheme after the High Court backed a £230m repayment plan, campaigners say. Michael Bow reports:

Administrators to the fund, Link Fund Solutions (LFS), secured legal backing for a scheme on Friday that will compensate investors who lost out in 2019.

However, campaigners argue that the deal is not good enough because they believe investors deserve more compensation.

Mr Woodford’s fund collapsed after he was hit by a wave of redemptions, forcing the company to block people from taking their money out.

LFS was blamed for mismanaging the liquidity of the funds.

It agreed with UK regulators to pay compensation to around 250,000 of Woodford’s investors but LFS denies any wrongdoing.

More than 90pc of Woodford’s investors voted for the deal when it was proposed last year.

Continue to read the full story...

Neil Woodford, City fund manager, photographed in 2014
Neil Woodford, City fund manager, photographed in 2014 - Jeff Gilbert
05:21 PM GMT
Can Piers Morgan follow Tucker Carlson into online superstardom?
To say relations between Piers Morgan and the Royal Family are at a low ebb would be an understatement. James Warrington reports:

After the controversial broadcaster named the so-called “royal racists” on his TalkTV show, Buckingham Palace threatened legal action. Then, Morgan sparked outrage by suggesting he would “dismember and incinerate” Prince Harry over his split with the rest of the Firm.

In a return salvo, the Duke of Sussex on Friday claimed that the former Mirror editor “knew perfectly well what was going on” about phone hacking at the newspaper.

But if the Royals are gearing up for a fresh fight, it is Morgan who has chosen the arena. The broadcaster this week announced he was quitting his show on TalkTV and will forge his own path on YouTube."
ICAGY or ULCC: Which Is the Better Value Stock Right Now?,"Investors looking for stocks in the Transportation - Airline sector might want to consider either International Consolidated Airlines Group SA (ICAGY) or Frontier Group Holdings (ULCC). But which of these two stocks offers value investors a better bang for their buck right now? We'll need to take a closer look.

Everyone has their own methods for finding great value opportunities, but our model includes pairing an impressive grade in the Value category of our Style Scores system with a strong Zacks Rank. The proven Zacks Rank puts an emphasis on earnings estimates and estimate revisions, while our Style Scores work to identify stocks with specific traits.

International Consolidated Airlines Group SA and Frontier Group Holdings are sporting Zacks Ranks of #1 (Strong Buy) and #3 (Hold), respectively, right now. Investors should feel comfortable knowing that ICAGY likely has seen a stronger improvement to its earnings outlook than ULCC has recently. But this is only part of the picture for value investors.

Value investors analyze a variety of traditional, tried-and-true metrics to help find companies that they believe are undervalued at their current share price levels.

The Style Score Value grade factors in a variety of key fundamental metrics, including the popular P/E ratio, P/S ratio, earnings yield, cash flow per share, and a number of other key stats that are commonly used by value investors.

ICAGY currently has a forward P/E ratio of 4.04, while ULCC has a forward P/E of 29.14. We also note that ICAGY has a PEG ratio of 0.09. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. ULCC currently has a PEG ratio of 0.52.

Another notable valuation metric for ICAGY is its P/B ratio of 1.58. The P/B ratio pits a stock's market value against its book value, which is defined as total assets minus total liabilities. For comparison, ULCC has a P/B of 2.99.

Based on these metrics and many more, ICAGY holds a Value grade of B, while ULCC has a Value grade of D.

ICAGY sticks out from ULCC in both our Zacks Rank and Style Scores models, so value investors will likely feel that ICAGY is the better option right now."
IAG to invest 6 billion euros in Spain over next five years,"British Airways and Iberia owner IAG plans to invest 6 billion euros ($6.53 billion) in Spain over the next five years, the office of Prime Minister Pedro Sanchez said on Friday after he met with IAG's Chief Executive Luis Gallego.

That is an increase from 5 billion euros invested in the past five years, the premier's office added in a statement, and is meant to ""advance in the transformation process of its Spanish airlines"".

IAG owns Spanish flag carrier Iberia and low-cost Vueling, which is the largest Spain-bred airline by fleet size and destinations. IAG last February also agreed to buy the remaining 80% of Air Europa it did not already own in a 400-million-euro deal that was expected to be finalised this year."
British Airways to double Mandarin-speaking cabin crew on China routes,"British Airways will double the number of Mandarin-speaking cabin crew on its China routes, its chief customer officer said on Thursday, as the airline seeks to expand in the world's second-largest aviation market.

The IAG-owned carrier expects to have 50 more Mandarin-speaking cabin crew aboard its flights to Beijing and Shanghai by July, Calum Laming told Reuters, which will take the total number to 100 and make China its second-largest overseas crew base after India.

""Coming back to the market is a major priority for the airline. We would not be out here doubling the crew base size otherwise,"" Laming said. ""Being able to double the number of cabin crew on board has a lot of benefits in terms of language, in terms of cultural awareness.""

The British flag carrier resumed direct passenger flights to Shanghai in April and to Beijing in June last year, after China reopened borders shut by almost three years of COVID-19 curbs.

It faces stiff competition, however, from Chinese state-owned carriers on fares, and has to fly a longer route bypassing Russian airspace due to a ban related to the war on Ukraine.

British Airways was the second-largest operator of flights to and from China in December 2019, flying 133 times a month before the pandemic, according to aviation data provider Cirium.

But the airline is currently offering just 89 flights a month, December 2023 data shows, putting it in fourth position behind China's three largest carriers: Air China, China Eastern Airlines and China Southern Airlines.

Laming said an industry-wide aircraft shortage was the biggest barrier to increasing China flights. ""Getting new aircraft is very, very difficult at the moment,"" he added.

THIRD TIME LUCKY?

The British carrier's plan to increase the number of Mandarin-speaking cabin crew on its China routes comes after passengers accused three crew-members of Hong Kong's Cathay Pacific of being biased against non-English speakers. The three were later fired.

On Monday, Cathay announced it had taken on 100 new Mandarin-speaking cabin crew on Greater China routes.

This is British Airway's third crack at building up its brand in China in just over a decade.

The airline added flight to Chengdu in 2013, but scrapped the route three years later, citing lack of commercial viability. In 2019, British Airways was the first international airline to announce that it would fly from Beijing's new Daxing Airport, but then the pandemic upended the industry.

""We are really seeing recovery,"" Laming said. ""We had hugely strong leisure demand last summer and we're hoping for a fantastic Chinese New Year peak travel season."""
IAG to offer remedies to EU for Air Europa deal,"British Airways owner IAG expects EU antitrust regulators to open a full-scale investigation into its plan to buy Spain's Air Europa and will offer remedies to address their concerns, IAG's chief executive said on Tuesday.

The deal is part of a wave of consolidation in the airline sector, with Germany's Lufthansa seeking to buy a minority stake in Italy's state-owned ITA Airways, and Korean Air looking to buy Asiana.

EU regulators have recently taken a tougher line when deciding whether to approve deals, and now sometimes want acquiring airlines to divest assets and not just give up some routes or airport slots to address competition concerns.

""We have informed the (European Commission) case team that we will formally present remedies in Phase 2 to allow them to fully assess the viability and relevance of our proposals,"" IAG's Luis Gallego said.

Phase 2 refers to the full-scale investigation that the Commission is set to launch at the end of its preliminary review on Jan. 24.

""In the meantime, we continue to test interest from a range of remedy takers to ensure they meet the Commission's requirements,"" Gallego said.

IAG, which also owns Iberia, in February last year said it had agreed to pay 400 million euros ($436 million) to Spain's Globalia for the 80% of Air Europa it did not already own."
